element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Al	6	""	"207.338"	""	"2.30e+06"	B+	"127.8767"	"133.855"	"2s2.2p3.(2D*).3p"	"3D"	"3"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	7	7		"T7370c8"	""	
Al	3	""	"207.3633"	"*"	"2.86e+06"	B+	"20.554884"	"26.532058"	"2p6.4d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"5/2"	6	6		"c32"	""	
Al	3	""	"207.3633"	"*"	"4.28e+07"	A	"20.554884"	"26.532058"	"2p6.4d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"7/2"	6	8		"c32"	""	
Al	3	""	"207.3684"	""	"4.00e+07"	A	"20.555032"	"26.532058"	"2p6.4d"	"2D"	"3/2"	"2p6.8f"	"2F*"	"5/2"	4	6		"c32"	""	
Al	2	"207.4009"	"207.4009"	"200"	"1.41e+08"	B	"10.598337"	"16.574428"	"3p2"	"1D"	"2"	"3s.5f"	"1F*"	"3"	5	7		"T6533"	"L4575"	
Al	6	""	"208.003"	""	"5.14e+05"	B+	"127.8767"	"133.8355"	"2s2.2p3.(2D*).3p"	"3D"	"3"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	7	5		"T7370c8"	""	
Al	3	""	"208.9163"	""	"4.87e+07"	A	"17.808269"	"23.741019"	"2p6.4p"	"2P*"	"1/2"	"2p6.6s"	"2S"	"1/2"	2	2		"c32"	""	
Al	3	""	"209.2667"	""	"9.73e+07"	A+	"17.818203"	"23.741019"	"2p6.4p"	"2P*"	"3/2"	"2p6.6s"	"2S"	"1/2"	4	2		"c32"	""	
Al	2	"209.4264"	"209.4263"	"700"	"1.84e+08"	C+	"11.846618"	"17.764921"	"3s.3d"	"3D"	"3"	"3s.7f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L4575"	
Al	2	"209.4744"	"209.4741"	"150"	"2.05e+07"	D	"11.846618"	"17.763571"	"3s.3d"	"3D"	"3"	"3s.7f"	"3F*"	"3"	7	7		"T6298c4,LS"	"L4575"	
Al	2	"209.4790"	"209.4789"	"300"	"1.64e+08"	C+	"11.846753"	"17.763571"	"3s.3d"	"3D"	"2"	"3s.7f"	"3F*"	"3"	5	7		"T6298c4,LS"	"L4575"	
Al	2	""	"209.5049"	""	"8.10e+05"	E	"11.846618"	"17.762699"	"3s.3d"	"3D"	"3"	"3s.7f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	"209.5100"	"209.5097"	"100"	"2.87e+07"	D	"11.846753"	"17.762699"	"3s.3d"	"3D"	"2"	"3s.7f"	"3F*"	"2"	5	5		"T6298c4,LS"	"L4575"	
Al	2	"209.5140"	"209.5138"	"200"	"1.55e+08"	C+	"11.846869"	"17.762699"	"3s.3d"	"3D"	"1"	"3s.7f"	"3F*"	"2"	3	5		"T6298c4,LS"	"L4575"	
Al	1	"211.8312"	"211.83160"	"g,a"	"1.03e+07"	C	"0.0000000"	"5.851109"	"3s2.3p"	"2P*"	"1/2"	"3s2.10d"	"2D"	"3/2"	2	4		"T6527c4,LS"	"L99"	
Al	1	""	"212.33586"	""	"2.0e+06"	D	"0.0138938"	"5.851109"	"3s2.3p"	"2P*"	"3/2"	"3s2.10d"	"2D"	"3/2"	4	4		"T6527c4,LS"	""	
Al	1	"212.3362"	"212.33586"	"1g"	"1.22e+07"	C	"0.0138938"	"5.851109"	"3s2.3p"	"2P*"	"3/2"	"3s2.10d"	"2D"	"5/2"	4	6		"T6527c4,LS"	"L4737"	
Al	1	"212.9663"	"212.96627"	"1g"	"1.52e+07"	C	"0.0000000"	"5.819939"	"3s2.3p"	"2P*"	"1/2"	"3s2.9d"	"2D"	"3/2"	2	4		"T6527c4,LS"	"L4737"	
Al	4	"213.0837"	"213.084"	"200"	"2.21e+06"	C+	"77.45510"	"83.27182"	"2s2.2p5.(2P*).3s"	"1P*"	"1"	"2s2.2p5.(2P*).3p"	"3S"	"1"	3	3		"c47"	"L2223"	
Al	1	"213.4733"	"213.47331"	"2g"	"1.81e+07"	C	"0.0138938"	"5.820010"	"3s2.3p"	"2P*"	"3/2"	"3s2.9d"	"2D"	"5/2"	4	6		"T6527c4,LS"	"L4737"	
Al	1	""	"213.47596"	""	"3.0e+06"	D	"0.0138938"	"5.819939"	"3s2.3p"	"2P*"	"3/2"	"3s2.9d"	"2D"	"3/2"	4	4		"T6527c4,LS"	""	
Al	10	""	"213.8"	""	"6.01e+07"	B+	"259.725"	"265.522"	"1s2.2p.3p"	"1P"	"1"	"1s2.2p.3d"	"1D*"	"2"	3	5		"T5633c4"	""	
Al	10	""	"213.8"	""	"2.42e+07"	B	"255.053?"	"260.850"	"1s2.2p.3s"	"3P*"	"2"	"1s2.2p.3p"	"3D"	"2"	5	5		"T5633c4,LS"	""	
Al	1	"214.5555"	"214.55548"	"3g"	"2.06e+07"	C	"0.0000000"	"5.776835"	"3s2.3p"	"2P*"	"1/2"	"3s2.8d"	"2D"	"3/2"	2	4		"u36,LS"	"L4737"	
Al	1	"215.0699"	"215.06989"	"5g"	"2.46e+07"	C	"0.0138938"	"5.776914"	"3s2.3p"	"2P*"	"3/2"	"3s2.8d"	"2D"	"5/2"	4	6		"u36,LS"	"L4737"	
Al	1	""	"215.07280"	""	"4.09e+06"	E	"0.0138938"	"5.776835"	"3s2.3p"	"2P*"	"3/2"	"3s2.8d"	"2D"	"3/2"	4	4		"u36,LS"	""	
Al	6	""	"216.6"	""	"2.03e+07"	B	"160.348"	"166.069"	"2s.2p4.(2D).3s"	"3D"	"3"	"2s2.2p3.(2D*).4d"	"3D*"	"2"	7	5		"u20,LS"	""	
Al	6	""	"216.6"	""	"1.15e+08"	A	"160.348"	"166.069"	"2s.2p4.(2D).3s"	"3D"	"3"	"2s2.2p3.(2D*).4d"	"3D*"	"3"	7	7		"u20,LS"	""	
Al	3	""	"216.7356"	"*"	"1.08e+06"	B+	"20.781332"	"26.500065"	"2p6.4f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"3/2"	6	4		"c32"	""	
Al	3	""	"216.7356"	"*"	"5.14e+04"	C+	"20.781332"	"26.500065"	"2p6.4f"	"2F*"	"5/2"	"2p6.8d"	"2D"	"5/2"	6	6		"c32"	""	
Al	3	""	"216.7385"	""	"1.03e+06"	B+	"20.781409"	"26.500065"	"2p6.4f"	"2F*"	"7/2"	"2p6.8d"	"2D"	"5/2"	8	6		"c32"	""	
Al	1	"216.8805"	"216.88265"	"1g"	"2.96e+07"	C	"0.0000000"	"5.7148562"	"3s2.3p"	"2P*"	"1/2"	"3s2.7d"	"2D"	"3/2"	2	4		"u36,LS"	"L3514"	
Al	1	"217.4028"	"217.40707"	"1g"	"3.53e+07"	C	"0.0138938"	"5.7149663"	"3s2.3p"	"2P*"	"3/2"	"3s2.7d"	"2D"	"5/2"	4	6		"u36,LS"	"L3514"	
Al	1	""	"217.41127"	""	"5.88e+06"	E	"0.0138938"	"5.7148562"	"3s2.3p"	"2P*"	"3/2"	"3s2.7d"	"2D"	"3/2"	4	4		"u36,LS"	""	
Al	6	""	"218.244"	""	"7.44e+04"	C+	"123.2247"	"128.904"	"2s2.2p3.(2P*).3s"	"3P*"	"2"	"2s2.2p3.(2D*).3p"	"1F"	"3"	5	7		"T7370c8"	""	
Al	2	"219.2604"	"219.2604"	"500"	"2.47e+08"	C+	"11.846618"	"17.499508"	"3s.3d"	"3D"	"3"	"3p.3d"	"3F*"	"4"	7	9		"T6298c4,LS"	"L4575"	
Al	2	"219.4189"	"219.4191"	"20"	"2.74e+07"	C	"11.846618"	"17.495418"	"3s.3d"	"3D"	"3"	"3p.3d"	"3F*"	"3"	7	7		"T6298c4,LS"	"L4575"	
Al	2	"219.4245"	"219.4244"	"70"	"2.19e+08"	C+	"11.846753"	"17.495418"	"3s.3d"	"3D"	"2"	"3p.3d"	"3F*"	"3"	5	7		"T6298c4,LS"	"L4575"	
Al	2	""	"219.5404"	""	"1.08e+06"	E	"11.846618"	"17.492297"	"3s.3d"	"3D"	"3"	"3p.3d"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	"219.5456"	"219.5457"	"300"	"3.83e+07"	C	"11.846753"	"17.492297"	"3s.3d"	"3D"	"2"	"3p.3d"	"3F*"	"2"	5	5		"T6298c4,LS"	"L4575"	
Al	2	"219.5502"	"219.5502"	"300"	"2.07e+08"	C+	"11.846869"	"17.492297"	"3s.3d"	"3D"	"1"	"3p.3d"	"3F*"	"2"	3	5		"T6298c4,LS"	"L4575"	
Al	4	""	"219.712"	""	"3.18e+05"	C	"88.53673"	"94.17800"	"2s2.2p5.(2P*).3p"	"1S"	"0"	"2s2.2p5.(2P*).3d"	"3P*"	"1"	1	3		"c47"	""	
Al	1	"219.9150"	"219.91827"	"1g"	"1.75e+06"	C	"0.0000000"	"5.6359800"	"3s2.3p"	"2P*"	"1/2"	"3s2.8s"	"2S"	"1/2"	2	2		"T6527c4,LS"	"L3514"	
Al	1	"220.4590"	"220.46181"	"2g"	"3.49e+06"	C	"0.0138938"	"5.6359800"	"3s2.3p"	"2P*"	"3/2"	"3s2.8s"	"2S"	"1/2"	4	2		"T6527c4,LS"	"L3514"	
Al	1	"220.4660"	"220.46676"	"2g"	"4.37e+07"	C+	"0.0000000"	"5.6219600"	"3s2.3p"	"2P*"	"1/2"	"3s2.6d"	"2D"	"3/2"	2	4		"u36,LS"	"L3514"	
Al	3	"220.966"	"220.9508"	"1d"	"1.46e+07"	A	"17.808269"	"23.417915"	"2p6.4p"	"2P*"	"1/2"	"2p6.5d"	"2D"	"3/2"	2	4		"c32"	"L3473"	
Al	1	"221.0046"	"221.00603"	"2g"	"5.20e+07"	C+	"0.0138938"	"5.6221371"	"3s2.3p"	"2P*"	"3/2"	"3s2.6d"	"2D"	"5/2"	4	6		"u36,LS"	"L3514"	
Al	1	""	"221.01301"	""	"8.67e+06"	C+	"0.0138938"	"5.6219600"	"3s2.3p"	"2P*"	"3/2"	"3s2.6d"	"2D"	"3/2"	4	4		"u36,LS"	""	
Al	10	""	"221.2"	""	"2.43e+06"	C+	"255.053?"	"260.656"	"1s2.2p.3s"	"3P*"	"2"	"1s2.2p.3p"	"3D"	"1"	5	3		"T5633c4,LS"	""	
Al	3	"221.356"	"221.3428"	"2d*"	"2.82e+06"	A	"17.818203"	"23.417915"	"2p6.4p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"3/2"	4	4		"c32"	"L3473"	
Al	3	"221.356"	"221.3460"	"2d*"	"1.69e+07"	A	"17.818203"	"23.417834"	"2p6.4p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"5/2"	4	6		"c32"	"L3473"	
Al	5	""	"222.901"	""	"1.72e+06"	E	"109.5474"	"115.1079"	"2s2.2p4.(1D).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"	4	4		"c40"	""	
Al	2	"224.3045"	"224.3047"	"300"	"3.03e+07"	C+	"11.821968"	"17.347743"	"3s.4s"	"1S"	"0"	"3s.7p"	"1P*"	"1"	1	3		"T6533"	"L4575"	
Al	10	""	"224.9"	""	"7.94e+07"	A	"266.369"	"271.880"	"1s2.2p.3p"	"1D"	"2"	"1s2.2p.3d"	"1F*"	"3"	5	7		"T5633c4"	""	
Al	1	"225.7999"	"225.80070"	"2g"	"3.77e+06"	C	"0.0000000"	"5.4891689"	"3s2.3p"	"2P*"	"1/2"	"3s2.7s"	"2S"	"1/2"	2	2		"T6527c4,LS"	"L3514"	
Al	1	"226.3462"	"226.34644"	"4g"	"6.83e+07"	B	"0.0000000"	"5.4759355"	"3s2.3p"	"2P*"	"1/2"	"3s2.5d"	"2D"	"3/2"	2	4		"T5653"	"L3514"	
Al	1	"226.3731"	"226.37374"	"2g"	"7.5e+06"	C	"0.0138938"	"5.4891689"	"3s2.3p"	"2P*"	"3/2"	"3s2.7s"	"2S"	"1/2"	4	2		"T6527c4,LS"	"L3514"	
Al	1	"226.9096"	"226.90963"	"4g"	"7.58e+07"	B	"0.0138938"	"5.4762391"	"3s2.3p"	"2P*"	"3/2"	"3s2.5d"	"2D"	"5/2"	4	6		"u36,T5653,LS"	"L3514"	
Al	1	"226.9220"	"226.92225"	"2g"	"1.26e+07"	C+	"0.0138938"	"5.4759355"	"3s2.3p"	"2P*"	"3/2"	"3s2.5d"	"2D"	"3/2"	4	4		"T5653LS"	"L3514"	
Al	3	"229.947"	"229.9362"	"3d*"	"6.66e+07"	A	"20.554884"	"25.945336"	"2p6.4d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"7/2"	6	8		"c32"	"L3473"	
Al	3	"229.947"	"229.9362"	"3d*"	"4.44e+06"	A	"20.554884"	"25.945336"	"2p6.4d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"5/2"	6	6		"c32"	"L3473"	
Al	3	"229.947"	"229.9425"	"3d*"	"6.22e+07"	A	"20.555032"	"25.945336"	"2p6.4d"	"2D"	"3/2"	"2p6.7f"	"2F*"	"5/2"	4	6		"c32"	"L3473"	
Al	9	""	"230.3"	""	"9.72e+05"	C+	"217.902"	"223.284"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"5/2"	4	6		"T7192c4,LS"	""	
Al	6	""	"231.015"	""	"7.57e+03"	B	"128.4893"	"133.855"	"2s2.2p3.(2D*).3p"	"3F"	"2"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	5	7		"T7370c8"	""	
Al	5	""	"231.335"	""	"1.05e+07"	C	"109.7501"	"115.1079"	"2s2.2p4.(1D).3p"	"2P*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"	2	4		"c40"	""	
Al	6	""	"231.840"	""	"1.34e+05"	B+	"128.4893"	"133.8355"	"2s2.2p3.(2D*).3p"	"3F"	"2"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	5	5		"T7370c8"	""	
Al	6	""	"231.942"	""	"2.05e+05"	B+	"128.4893"	"133.8331"	"2s2.2p3.(2D*).3p"	"3F"	"2"	"2s2.2p3.(4S*).3d"	"3D*"	"1"	5	3		"T7370c8"	""	
Al	6	""	"232.303"	""	"1.48e+05"	B+	"128.5190"	"133.855"	"2s2.2p3.(2D*).3p"	"3F"	"3"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	7	7		"T7370c8"	""	
Al	9	""	"232.4"	""	"1.27e+07"	B+	"217.902"	"223.235"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	4	4		"T7192c4,LS"	""	
Al	2	"232.4199"	"232.4198"	"350"	"3.46e+07"	C+	"11.846618"	"17.17947"	"3s.3d"	"3D"	"3"	"3s.6f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L4575"	
Al	10	""	"232.5"	""	"4.93e+06"	C+	"263.923"	"269.254"	"1s2.2p.3p"	"3P"	"1"	"1s2.2p.3d"	"3P*"	"1"	3	3		"T5633c4,LS"	""	
Al	2	"232.5436"	"232.5437"	"10"	"3.85e+06"	C	"11.846618"	"17.17663"	"3s.3d"	"3D"	"3"	"3s.6f"	"3F*"	"3"	7	7		"T6298c4,LS"	"L4575"	
Al	2	"232.5494"	"232.5496"	"300"	"3.07e+07"	C+	"11.846753"	"17.17663"	"3s.3d"	"3D"	"2"	"3s.6f"	"3F*"	"3"	5	7		"T6298c4,LS"	"L4575"	
Al	2	""	"232.6384"	""	"1.52e+05"	E	"11.846618"	"17.17446"	"3s.3d"	"3D"	"3"	"3s.6f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	"232.6445"	"232.6443"	"10"	"5.38e+06"	C	"11.846753"	"17.17446"	"3s.3d"	"3D"	"2"	"3s.6f"	"3F*"	"2"	5	5		"T6298c4,LS"	"L4575"	
Al	2	"232.6496"	"232.6493"	"300"	"2.90e+07"	C+	"11.846869"	"17.17446"	"3s.3d"	"3D"	"1"	"3s.6f"	"3F*"	"2"	3	5		"T6298c4,LS"	"L4575"	
Al	6	""	"233.137"	""	"1.80e+05"	B+	"128.5190"	"133.8355"	"2s2.2p3.(2D*).3p"	"3F"	"3"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	7	5		"T7370c8"	""	
Al	5	""	"233.415"	""	"3.24e+07"	C+	"109.5474"	"114.8575"	"2s2.2p4.(1D).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"5/2"	4	6		"c40"	""	
Al	6	""	"233.655"	""	"2.90e+05"	B+	"128.5499"	"133.855"	"2s2.2p3.(2D*).3p"	"3F"	"4"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	9	7		"T7370c8"	""	
Al	5	""	"236.139"	""	"1.97e+06"	E	"109.5474"	"114.7962"	"2s2.2p4.(1D).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2P"	"1/2"	4	2		"c40"	""	
Al	10	""	"236.7"	""	"1.76e+06"	B	"238.527"	"243.763"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.3d"	"3D"	"2"	3	5		"u35"	""	
Al	1	"236.7052"	"236.70518"	"8g"	"7.61e+07"	C+	"0.0000000"	"5.2363166"	"3s2.3p"	"2P*"	"1/2"	"3s2.4d"	"2D"	"3/2"	2	4		"u36,LS"	"L3514"	
Al	1	"237.2070"	"237.20695"	"3g"	"5.76e+06"	C	"0.0000000"	"5.2252410"	"3s2.3p"	"2P*"	"1/2"	"3s2.6s"	"2S"	"1/2"	2	2		"u36,LS"	"L4737"	
Al	1	"237.3124"	"237.31220"	"8g"	"9.07e+07"	B	"0.0138938"	"5.2368177"	"3s2.3p"	"2P*"	"3/2"	"3s2.4d"	"2D"	"5/2"	4	6		"u36,LS"	"L3514"	
Al	1	"237.3349"	"237.33497"	"2g"	"1.51e+07"	C+	"0.0138938"	"5.2363166"	"3s2.3p"	"2P*"	"3/2"	"3s2.4d"	"2D"	"3/2"	4	4		"u36,LS"	"L3514"	
Al	1	"237.8368"	"237.83941"	"3g"	"1.14e+07"	C+	"0.0138938"	"5.2252410"	"3s2.3p"	"2P*"	"3/2"	"3s2.6s"	"2S"	"1/2"	4	2		"u36,LS"	"L3514"	
Al	10	""	"238.0"	""	"8.75e+05"	C+	"238.527"	"243.736"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.3d"	"3D"	"1"	3	3		"u35"	""	
Al	5	""	"238.745"	""	"8.94e+06"	D	"109.5474"	"114.7389"	"2s2.2p4.(1D).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"3/2"	4	4		"c40"	""	
Al	10	""	"240.8"	""	"4.44e+06"	C+	"263.923"	"269.069"	"1s2.2p.3p"	"3P"	"1"	"1s2.2p.3d"	"3P*"	"2"	3	5		"T5633c4,LS"	""	
Al	11	""	"241"	""	"2.56e+08"	A	"416.35"	"421.48"	"1s2.8d"	"2D"	"3/2"	"1s2.9p"	"2P*"	"1/2"	4	2		"T5118c4,LS"	""	
Al	11	""	"241"	""	"2.55e+07"	B+	"416.35"	"421.48"	"1s2.8d"	"2D"	"3/2"	"1s2.9p"	"2P*"	"3/2"	4	4		"T5118c4,LS"	""	
Al	11	""	"241"	""	"2.30e+08"	A	"416.35"	"421.48"	"1s2.8d"	"2D"	"5/2"	"1s2.9p"	"2P*"	"3/2"	6	4		"T5118c4,LS"	""	
Al	10	""	"242.2"	""	"7.27e+06"	C+	"264.137"	"269.254"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3P*"	"1"	5	3		"T5633c4,LS"	""	
Al	3	"242.244"	"242.2386"	"1*"	"8.48e+04"	B	"20.781332"	"25.898046"	"2p6.4f"	"2F*"	"5/2"	"2p6.7d"	"2D"	"5/2"	6	6		"c32"	"L3473"	
Al	3	"242.244"	"242.2386"	"1*"	"1.78e+06"	B+	"20.781332"	"25.898046"	"2p6.4f"	"2F*"	"5/2"	"2p6.7d"	"2D"	"3/2"	6	4		"c32"	"L3473"	
Al	3	"242.244"	"242.2422"	"1*"	"1.70e+06"	B+	"20.781409"	"25.898046"	"2p6.4f"	"2F*"	"7/2"	"2p6.7d"	"2D"	"5/2"	8	6		"c32"	"L3473"	
Al	5	""	"245.626"	""	"2.91e+06"	E	"109.7501"	"114.7962"	"2s2.2p4.(1D).3p"	"2P*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"1/2"	2	2		"c40"	""	
Al	2	"247.5252"	"247.5256"	"1500"	"4.60e+07"	C+	"10.598337"	"15.6057689"	"3p2"	"1D"	"2"	"3s.5p"	"1P*"	"1"	5	3		"T6533"	"L4575"	
Al	5	"247.975"	"247.972"	"20"	"2.82e+07"	C+	"98.76859"	"103.76701"	"2s2.2p4.(1D).3s"	"2D"	"5/2"	"2s2.2p4.(3P).3p"	"2P*"	"3/2"	6	4		"c40"	"L2577"	
Al	5	"248.160"	"248.159"	"5"	"2.63e+06"	D	"98.77237"	"103.76701"	"2s2.2p4.(1D).3s"	"2D"	"3/2"	"2s2.2p4.(3P).3p"	"2P*"	"3/2"	4	4		"c40"	"L2577"	
Al	5	""	"248.446"	""	"1.42e+07"	C	"109.7501"	"114.7389"	"2s2.2p4.(1D).3p"	"2P*"	"1/2"	"2s2.2p4.(3P).3d"	"2D"	"3/2"	2	4		"c40"	""	
Al	9	""	"250.3"	""	"1.06e+07"	B+	"218.332"	"223.284"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s.2p.(3P*).3d"	"2D*"	"5/2"	6	6		"T7192c4,LS"	""	
Al	6	""	"250.363"	""	"1.02e+04"	C+	"128.904"	"133.855"	"2s2.2p3.(2D*).3p"	"1F"	"3"	"2s2.2p3.(4S*).3d"	"3D*"	"3"	7	7		"T7370c8"	""	
Al	10	""	"251.3"	""	"1.17e+07"	B	"264.137"	"269.069"	"1s2.2p.3p"	"3P"	"2"	"1s2.2p.3d"	"3P*"	"2"	5	5		"T5633c4,LS"	""	
Al	6	""	"251.332"	""	"2.15e+02"	D	"128.904"	"133.8355"	"2s2.2p3.(2D*).3p"	"1F"	"3"	"2s2.2p3.(4S*).3d"	"3D*"	"2"	7	5		"T7370c8"	""	
Al	3	""	"252.4401"	""	"1.01e+07"	A	"20.554884"	"25.464838"	"2p6.4d"	"2D"	"5/2"	"2p6.7p"	"2P*"	"3/2"	6	4		"c32"	""	
Al	3	""	"252.4477"	""	"1.12e+06"	B+	"20.555032"	"25.464838"	"2p6.4d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"3/2"	4	4		"c32"	""	
Al	3	""	"252.5244"	""	"1.12e+07"	A	"20.555032"	"25.463347"	"2p6.4d"	"2D"	"3/2"	"2p6.7p"	"2P*"	"1/2"	4	2		"c32"	""	
Al	2	"252.6486"	"252.6484"	"1000"	"1.94e+07"	C+	"11.821968"	"16.727874"	"3s.4s"	"1S"	"0"	"3s.6p"	"1P*"	"1"	1	3		"T6533"	"L4575"	
Al	9	""	"252.8"	""	"1.10e+06"	C+	"218.332"	"223.235"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	6	4		"T7192c4,LS"	""	
Al	10	""	"253.5"	""	"3.79e+07"	A+	"233.638"	"238.527"	"1s2.2s.3s"	"1S"	"0"	"1s2.2s.3p"	"1P*"	"1"	1	3		"u35"	""	
Al	1	"256.7984"	"256.79823"	"10g"	"1.92e+07"	B	"0.0000000"	"4.8266321"	"3s2.3p"	"2P*"	"1/2"	"3s2.nd"	"y 2D"	"3/2"	2	4		"T5653"	"L3514"	
Al	1	"257.5094"	"257.50940"	"10g"	"3.60e+07"	C+	"0.0138938"	"4.8271968"	"3s2.3p"	"2P*"	"3/2"	"3s2.nd"	"y 2D"	"5/2"	4	6		"u36,T5653,LS"	"L3514"	
Al	1	"257.5393"	"257.53962"	"3g"	"5.99e+06"	C+	"0.0138938"	"4.8266321"	"3s2.3p"	"2P*"	"3/2"	"3s2.nd"	"y 2D"	"3/2"	4	4		"T5653LS"	"L3514"	
